gene_a,gene_b,gene_a_label,gene_b_label,corr_mrna,corr_protein,corr_cross_ab,corr_cross_ba,n_samples_mrna,n_samples_protein,predicate_group
331,5534,XIAP (human),PPP3R1 (human),0.23111841306574563,,,-0.03414135483736171,878,0,co-pathway (has participant)
10325,7529,RRAGB (human),YWHAB (human),0.38066958606036366,,0.004401558730470306,,878,0,co-pathway (has participant)
2475,5494,MTOR,PPM1A (human),0.5509026981447577,,,0.04129436575707228,878,0,co-pathway (has participant)
28956,5563,LAMTOR2,PRKAA2 (human),-0.054965113462037016,,0.043637541599770804,,878,0,co-pathway (has participant)
10018,23368,BCL2L11 (human),PPP1R13B (human),0.405304102012114,,,0.050536169632944675,878,0,co-pathway (has participant)
51422,53632,PRKAG2 (human),PRKAG3 (human),0.0006776196463768977,,,,878,0,co-pathway (has participant)
1981,8649,EIF4G1 (human),LAMTOR3 (human),0.1240541741854867,,,-0.07384215953300893,878,0,co-pathway (has participant)
4836,5366,NMT1 (human),PMAIP1 (human),0.3488049300562378,,,,878,0,co-pathway (has participant)
10000,7534,AKT3,YWHAZ (human),0.1197174252049527,,0.02896097334881241,,878,0,co-pathway (has participant)
3569,7297,IL6 (human),TYK2 (human),0.12144598673349602,,,0.08279818697742763,878,0,co-pathway (has participant)
5534,637,PPP3R1 (human),BID (human),0.24646807325718145,,0.01302830858104621,,878,0,co-pathway (has participant)
1869,331,E2F1 (human),XIAP (human),-0.14178912661352633,,-0.1556377978713248,,878,0,co-pathway (has participant)
331,4836,XIAP (human),NMT1 (human),0.5170540738895906,,,0.08303111581141621,878,0,co-pathway (has participant)
2475,5565,MTOR,PRKAB2 (human),0.5021588914050481,,,-0.05471954240485675,878,0,co-pathway (has participant)
7157,840,TP53 (human),CASP7 (human),0.19712421332641505,,,-0.15458766465200519,878,0,co-pathway (has participant)
7027,840,TFDP1 (human),CASP7 (human),0.09035538068840444,,,,878,0,co-pathway (has participant)
1977,53632,EIF4E,PRKAG3 (human),-0.08818536061217885,,,0.0703308844832839,878,0,co-pathway (has participant)
2475,51719,MTOR,CAB39 (human),0.6179559428252941,,,-0.06946375484939327,878,0,co-pathway (has participant)
1981,55004,EIF4G1 (human),LAMTOR1 (human),0.20887537690866564,,,-0.06683949307318482,878,0,co-pathway (has participant)
207,4836,AKT1,NMT1 (human),0.22452252787294824,,,,878,0,co-pathway (has participant)
10000,5599,AKT3,MAPK8 (human),0.2674950140448727,,-0.02589900431256701,,878,0,co-pathway (has participant)
29904,55437,EEF2K (human),STRADB (human),0.35259377429578576,,,0.11914120102959737,878,0,co-pathway (has participant)
207,317,AKT1,APAF1 (human),0.3873346518441178,,,,878,0,co-pathway (has participant)
7027,90427,TFDP1 (human),BMF (human),0.2650835421312623,,,,878,0,co-pathway (has participant)
1869,208,E2F1 (human),AKT2,0.17078498834230052,,-0.10280991402580969,,878,0,co-pathway (has participant)
10000,7161,AKT3,TP73 (human),0.05712430662722401,,,,878,0,co-pathway (has participant)
54205,598,CYCS,BCL2L1 (human),-0.07575801374277877,,0.07060522305590748,,878,0,co-pathway (has participant)
56616,8655,DIABLO,DYNLL1 (human),0.07551428800179054,,,0.04688378869521524,878,0,co-pathway (has participant)
1977,7248,EIF4E,TSC1,0.4778292325750715,0.018630774092417063,-0.10288983497744611,-0.10823261062115369,878,878,co-pathway (has participant)
56616,7029,DIABLO,TFDP2 (human),0.281514571069728,,,-0.06431064148669466,878,0,co-pathway (has participant)
27113,7532,BBC3 (human),YWHAG (human),-0.2001294966654124,,,-0.011441424116659278,878,0,co-pathway (has participant)
51422,92335,PRKAG2 (human),STRADA (human),0.13808764374055602,,,,878,0,co-pathway (has participant)
10971,7531,YWHAQ (human),YWHAE (human),0.3379589778821044,,-0.11520298045547174,,878,0,co-pathway (has participant)
5599,90427,MAPK8 (human),BMF (human),0.3274659273880327,,,-0.036289619188795544,878,0,co-pathway (has participant)
28956,6194,LAMTOR2,RPS6 (human),0.16580666427500265,,-0.02985345427075716,,878,0,co-pathway (has participant)
207,598,AKT1,BCL2L1 (human),0.32871120157210554,,-0.096087836516446,,878,0,co-pathway (has participant)
1981,28956,EIF4G1 (human),LAMTOR2,0.034829421836567925,,,0.05040946749763107,878,0,co-pathway (has participant)
207,8626,AKT1,TP63,0.07068044189362635,,,,878,0,co-pathway (has participant)
208,7533,AKT2,YWHAH (human),0.04076334213362065,,,-0.10967794790873298,878,0,co-pathway (has participant)
598,842,BCL2L1 (human),CASP9 (human),0.3401501318306971,0.06536362778405536,-0.19368090122780132,-0.03216607723015337,878,878,co-pathway (has participant)
6774,867,STAT3 (human),CBL (human),0.6040393783073544,,,0.05980007097500602,878,0,co-pathway (has participant)
208,842,AKT2,CASP9 (human),0.3369350004908591,-0.14058568988768178,-0.13722404210871647,0.09612404438575566,878,860,co-pathway (has participant)
5534,581,PPP3R1 (human),BAX (human),-0.07371232233690395,,0.04428479568744548,,878,0,co-pathway (has participant)
598,841,BCL2L1 (human),CASP8,0.17790260668862068,0.13486319095768295,-0.043065363081391736,-0.006093671054282485,878,860,co-pathway (has participant)
317,54205,APAF1 (human),CYCS,0.12533536898799746,,,,878,0,co-pathway (has participant)
28956,53632,LAMTOR2,PRKAG3 (human),-0.06298581151254457,,,,878,0,co-pathway (has participant)
51422,57521,PRKAG2 (human),RPTOR (human),0.1217359691782639,,,,878,0,co-pathway (has participant)
140735,1869,DYNLL2 (human),E2F1 (human),0.215756309697826,,,,878,0,co-pathway (has participant)
578,7534,BAK1 (human),YWHAZ (human),0.17275737046766126,-0.23393385862027022,0.02491876364368087,-0.08551490265700384,878,878,co-pathway (has participant)
10000,598,AKT3,BCL2L1 (human),-0.0587811292655107,,-0.06067927083229693,,878,0,co-pathway (has participant)
7532,8655,YWHAG (human),DYNLL1 (human),0.20487994367932158,,,,878,0,co-pathway (has participant)
2810,637,SFN (human),BID (human),0.15842947355959686,,-0.038064345508305744,,878,0,co-pathway (has participant)
27113,317,BBC3 (human),APAF1 (human),-0.17700998171468052,,,0.110889479391314,878,0,co-pathway (has participant)
7529,842,YWHAB (human),CASP9 (human),0.2628381609007031,0.051117459297059374,-0.09754648636283336,0.010448864718119644,878,878,co-pathway (has participant)
5599,7533,MAPK8 (human),YWHAH (human),0.17873624560199095,,,-0.023057767243161182,878,0,co-pathway (has participant)
54205,5599,CYCS,MAPK8 (human),0.1338751693690068,,-0.04623013990440782,,878,0,co-pathway (has participant)
5140,55004,PDE3B (human),LAMTOR1 (human),-0.14903756996194462,,,,878,0,co-pathway (has participant)
2810,7027,SFN (human),TFDP1 (human),0.12453689034661558,,,,878,0,co-pathway (has participant)
6772,9021,STAT1 (human),SOCS3 (human),0.15272167211045223,,,,878,0,co-pathway (has participant)
23368,7531,PPP1R13B (human),YWHAE (human),0.2730875747413308,,0.033281111783576935,,878,0,co-pathway (has participant)
596,7159,BCL2 (human),TP53BP2 (human),-0.03354299060849411,,,-0.16944189106524266,878,0,co-pathway (has participant)
5533,842,PPP3CC (human),CASP9 (human),0.317542984942805,,0.0021086462365640345,,878,0,co-pathway (has participant)
1981,5563,EIF4G1 (human),PRKAA2 (human),0.15318447222002393,0.05050615319068179,0.00263204404052033,-0.0637237962546991,878,860,co-pathway (has participant)
5140,5563,PDE3B (human),PRKAA2 (human),0.01331279811235794,,-0.13725892461579614,,878,0,co-pathway (has participant)
4836,56616,NMT1 (human),DIABLO,0.17683668357809565,,0.040271383300450145,,878,0,co-pathway (has participant)
5599,840,MAPK8 (human),CASP7 (human),0.2969766878981725,,,-0.061845944027530804,878,0,co-pathway (has participant)
28956,84335,LAMTOR2,AKT1S1 (human),0.44316531645186097,,0.04792957837472562,,878,0,co-pathway (has participant)
596,7529,BCL2 (human),YWHAB (human),0.30430427571975616,0.0799924750850784,0.03775778013907344,0.10023706044148255,878,878,co-pathway (has participant)
5534,572,PPP3R1 (human),BAD (human),-0.22398818762848488,,0.044422542853402594,,878,0,co-pathway (has participant)
10000,100422832,AKT3,MIR3191,,,,,878,0,co-pathway (has participant)
1975,57521,EIF4B (human),RPTOR (human),0.32827008695265136,,,,878,0,co-pathway (has participant)
1977,6009,EIF4E,RHEB (human),0.24828078623537586,0.008585912995175207,-0.01952515315669243,0.2817552798818721,878,860,co-pathway (has participant)
2475,7249,MTOR,TSC2 (human),0.4103028421292747,0.6681571182615184,0.0202552063973473,0.05642120031340729,878,878,co-pathway (has participant)
1977,208,EIF4E,AKT2,0.21788022291789144,0.01958099583924778,0.04007283407702454,-0.07499519010106215,878,860,co-pathway (has participant)
10000,596,AKT3,BCL2 (human),0.10161560450115362,,-0.02783670749625386,,878,0,co-pathway (has participant)
140735,207,DYNLL2 (human),AKT1,0.34224380054733905,,,,878,0,co-pathway (has participant)
7029,836,TFDP2 (human),CASP3 (human),0.23632964476697754,,-0.018914144888543725,,878,0,co-pathway (has participant)
5599,637,MAPK8 (human),BID (human),0.06373437793555528,-0.15325418328081084,0.00034045597690242693,0.008811780341068241,878,860,co-pathway (has participant)
29904,53632,EEF2K (human),PRKAG3 (human),-0.0901054534172849,,,-0.10830721711826966,878,0,co-pathway (has participant)
7029,8626,TFDP2 (human),TP63,0.18319139596722173,,,,878,0,co-pathway (has participant)
10542,2475,LAMTOR5 (human),MTOR,-0.049359920915373556,,0.1109376780060608,,878,0,co-pathway (has participant)
10542,55437,LAMTOR5 (human),STRADB (human),0.14809985478735826,,,,878,0,co-pathway (has participant)
28956,58528,LAMTOR2,RRAGD (human),-0.20156177030267752,,,,878,0,co-pathway (has participant)
1981,6009,EIF4G1 (human),RHEB (human),0.35665335122976005,-0.08208020298417004,0.00584349554673779,0.17758916896796065,878,860,co-pathway (has participant)
317,7157,APAF1 (human),TP53 (human),0.21891961985056904,,-0.13653138477698518,,878,0,co-pathway (has participant)
1975,208,EIF4B (human),AKT2,0.3005272076909079,,0.1279341917639511,,878,0,co-pathway (has participant)
10542,28956,LAMTOR5 (human),LAMTOR2,0.277102242427166,,,,878,0,co-pathway (has participant)
3569,3717,IL6 (human),JAK2 (human),0.21352502342108373,-0.3291758324469523,-0.11474678187134879,0.01728244090405564,878,860,co-pathway (has participant)
23368,8626,PPP1R13B (human),TP63,0.21549303859499686,,,,878,0,co-pathway (has participant)
56616,8626,DIABLO,TP63,0.042244366154449195,,,-0.09844695260725268,878,0,co-pathway (has participant)
7029,7161,TFDP2 (human),TP73 (human),0.2475276486206429,,,,878,0,co-pathway (has participant)
100422832,207,MIR3191,AKT1,,,,,878,0,co-pathway (has participant)
207,6009,AKT1,RHEB (human),-0.06921369810485643,,0.06181035890875164,,878,0,co-pathway (has participant)
10542,29904,LAMTOR5 (human),EEF2K (human),-0.04939047185052487,,0.05330639571083673,,878,0,co-pathway (has participant)
5140,64223,PDE3B (human),MLST8 (human),-0.14709397363475002,,,,878,0,co-pathway (has participant)
5366,7534,PMAIP1 (human),YWHAZ (human),0.12360741872568737,,0.0013599382416890483,,878,0,co-pathway (has participant)
54205,7027,CYCS,TFDP1 (human),0.30054732832908965,,,,878,0,co-pathway (has participant)
598,7529,BCL2L1 (human),YWHAB (human),0.4309088785891675,0.08343884323692863,0.0013560273129810466,0.16008823982709014,878,878,co-pathway (has participant)
5533,7534,PPP3CC (human),YWHAZ (human),-0.010142851433589053,,-0.07691096050199533,,878,0,co-pathway (has participant)
1981,6794,EIF4G1 (human),STK11 (human),0.21018983846890427,-0.44607353938657685,-0.1491625046463984,-0.1323172272215269,878,878,co-pathway (has participant)
5366,637,PMAIP1 (human),BID (human),-0.03871677051068615,,0.014457720730909326,,878,0,co-pathway (has participant)
1869,207,E2F1 (human),AKT1,0.11363716544969535,,,,878,0,co-pathway (has participant)
1981,6194,EIF4G1 (human),RPS6 (human),-0.08024362598496876,0.5850025595771601,0.06281711275704671,-0.07334995720900765,878,878,co-pathway (has participant)
637,842,BID (human),CASP9 (human),-0.03695588278028205,0.07207998821343482,0.21512260123259488,-0.022126790690504588,878,878,co-pathway (has participant)
1978,7249,EIF4EBP1 (human),TSC2 (human),-0.1158288063435422,,-0.063346883789213,,878,0,co-pathway (has participant)
5534,7534,PPP3R1 (human),YWHAZ (human),0.42929871968658595,,0.08196584839086841,,878,0,co-pathway (has participant)
572,842,BAD (human),CASP9 (human),0.2758999297894833,-0.05259459716559807,-0.12912774086574944,0.02250906959662973,878,878,co-pathway (has participant)
208,51719,AKT2,CAB39 (human),0.19152348231860455,,,0.04304057185068655,878,0,co-pathway (has participant)
51719,5571,CAB39 (human),PRKAG1 (human),0.4335321206850932,,,,878,0,co-pathway (has participant)
54205,596,CYCS,BCL2 (human),-0.2386130323513629,,-0.25448933833603293,,878,0,co-pathway (has participant)
4836,7161,NMT1 (human),TP73 (human),0.3672927397144248,,,,878,0,co-pathway (has participant)
207,5533,AKT1,PPP3CC (human),0.1524153656241996,,,,878,0,co-pathway (has participant)
27113,5599,BBC3 (human),MAPK8 (human),-0.09784686757925029,-0.13526772858437552,0.068454410526849,0.17066753339484245,878,860,co-pathway (has participant)
331,841,XIAP (human),CASP8,0.49012634448468495,0.21572225790495242,-0.01279207390857905,0.17353181747340624,878,860,co-pathway (has participant)
637,7529,BID (human),YWHAB (human),0.008618915019228337,0.6099817533915796,-0.03973688742069696,-0.007514904447203801,878,878,co-pathway (has participant)
3569,3570,IL6 (human),IL6R (human),0.27788100909271274,,,0.06500385048004809,878,0,co-pathway (has participant)
207,56616,AKT1,DIABLO,0.2820095700286369,,-0.08820980459791236,,878,0,co-pathway (has participant)
1869,841,E2F1 (human),CASP8,-0.1173006874867048,,-0.052864216600221,,878,0,co-pathway (has participant)
10971,840,YWHAQ (human),CASP7 (human),0.09569584521467675,,,,878,0,co-pathway (has participant)
51422,55437,PRKAG2 (human),STRADB (human),0.29571293985792163,,,,878,0,co-pathway (has participant)
581,836,BAX (human),CASP3 (human),-0.11783876212802102,-0.17235552074442997,0.033076709034522825,0.0668386386480113,878,878,co-pathway (has participant)
4836,8655,NMT1 (human),DYNLL1 (human),0.1414930442521088,,,,878,0,co-pathway (has participant)
5366,8655,PMAIP1 (human),DYNLL1 (human),0.06657275447160725,,,,878,0,co-pathway (has participant)
5533,840,PPP3CC (human),CASP7 (human),0.2726236314568943,,,,878,0,co-pathway (has participant)
207,840,AKT1,CASP7 (human),0.2338447339571904,,,,878,0,co-pathway (has participant)
5140,51719,PDE3B (human),CAB39 (human),0.29564388177748807,,,,878,0,co-pathway (has participant)
2810,581,SFN (human),BAX (human),0.3123943177574619,,0.02355206553818086,,878,0,co-pathway (has participant)
10325,10542,RRAGB (human),LAMTOR5 (human),0.17405186768323205,,,,878,0,co-pathway (has participant)
5534,7532,PPP3R1 (human),YWHAG (human),0.5065660636449643,,,,878,0,co-pathway (has participant)
10971,8626,YWHAQ (human),TP63,0.057372767948296835,,,,878,0,co-pathway (has participant)
317,7161,APAF1 (human),TP73 (human),0.24297393377702048,,,,878,0,co-pathway (has participant)
22900,7040,CARD8,TGFB1,0.3450402180726653,,,,878,0,co-disease
5156,847,PDGFRA,CAT,0.3162603347808757,,,,878,0,co-disease
2533,83706,FYB1,FERMT3,0.7465608350534756,,,,878,0,co-disease
3953,6558,LEPR (human),SLC12A2 (human),0.3234350262059265,,,,878,0,co-disease
2444,5563,FRK (human),PRKAA2 (human),0.30328760039286967,,-0.04963479198951798,,878,0,co-disease
1545,79661,CYP1B1,NEIL1 (human),-0.18919448153821736,,,,878,0,co-disease
114,5970,ADCY8 (human),RELA (human),0.033390168437876,,-0.01045860263338449,,878,0,co-disease
4842,84631,NOS1 (human),SLITRK2 (human),0.04315168079157981,,,,878,0,co-disease
4088,81029,SMAD3,WNT5B (human),-0.019305803433800544,,,-0.08352073111753341,878,0,co-disease
10752,5015,CHL1 (human),OTX2 (human),-0.04100663174994357,,,,878,0,co-disease
4953,595,ODC1,CCND1 (human),-0.28679251960935737,,-0.08915835937488582,,878,0,co-disease
3239,3440,HOXD13,IFNA2 (human),-0.013358567633441407,,,,878,0,co-disease
5321,60,PLA2G4A (human),ACTB (human),0.25813087323854167,,0.12355210766303978,,878,0,co-disease
342618,80739,SLFN14,MPIG6B (human),0.04037205949002165,,,,878,0,co-disease
2551,5156,GABPA (human),PDGFRA,0.35279178528877164,,,,878,0,co-disease
1545,3551,CYP1B1,IKBKB (human),-0.08852943040253536,,,,878,0,co-disease
23411,2444,SIRT1 (human),FRK (human),0.37182932591211904,,,,878,0,co-disease
2554,4842,GABRA1,NOS1 (human),-0.012864587474714435,,,,878,0,co-disease
1361,5447,CPB2 (human),POR,0.10674393532026813,,,,878,0,co-disease
342618,5321,SLFN14,PLA2G4A (human),0.22198141988987657,,,,878,0,co-disease
1103,144100,CHAT (human),PLEKHA7 (human),-0.030515310515462347,,,,878,0,co-disease
10542,2494,LAMTOR5 (human),NR5A2 (human),-0.12802577596200593,,,,878,0,co-disease
3565,6347,IL4 (human),CCL2 (human),-0.029636787269593633,,,,878,0,co-disease
10763,6647,NES (human),SOD1 (human),-0.04417255857972941,,-0.027390254615393895,,878,0,co-disease
27429,6948,HTRA2,TCN2 (human),0.18866209639528594,,,,878,0,co-disease
1545,4841,CYP1B1,NONO,0.03998040353378145,,,,878,0,co-disease
6603,8943,SMARCD2 (human),AP3D1,0.3408366764865228,,,,878,0,co-disease
3265,7039,HRAS,TGFA (human),-0.063107136705584,,,,878,0,co-disease
407040,5562,MIR34A,PRKAA1 (human),,,,,878,0,co-disease
100151683,8943,RNU4ATAC,AP3D1,-0.17592193688756813,,,,878,0,co-disease
3162,356,HMOX1,FASLG (human),0.3119062910444864,,,,878,0,co-disease
3239,3553,HOXD13,IL1B,0.03790587911025798,,,,878,0,co-disease
4803,6347,NGF (human),CCL2 (human),0.16895496542462984,,,,878,0,co-disease
3162,7037,HMOX1,TFRC (human),0.15270017473625766,,0.07909358012414183,,878,0,co-disease
213,4524,ALB (human),MTHFR,0.05797081491146363,,,,878,0,co-disease
